input_geo,indicator_name,value,indicator_subgroup,indicator_group,year,source_name,indicator_topic,indicator_subtopic,geo_name,geo_code,geo_iso,geo_parent,geo_level
"Palestine, State of",renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,State of Palestine,275.0,PS,145.0,5.0
Papua New Guinea,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Papua New Guinea,598.0,PG,54.0,5.0
Philippines,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Philippines,608.0,PH,35.0,5.0
São Tomé and Príncipe,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sao Tome and Principe,678.0,ST,17.0,5.0
Solomon Islands,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Solomon Islands,90.0,SB,54.0,5.0
Sri Lanka,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sri Lanka,144.0,LK,34.0,5.0
Sudan,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sudan,729.0,SD,15.0,5.0
Timor-Leste,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Timor-Leste,626.0,TL,35.0,5.0
Tunisia,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tunisia,788.0,TN,15.0,5.0
Ukraine,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ukraine,804.0,UA,151.0,5.0
Uzbekistan,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uzbekistan,860.0,UZ,143.0,5.0
Vanuatu,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Vanuatu,548.0,VU,54.0,5.0
Vietnam,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Vietnam,704.0,VN,35.0,5.0
Zambia,renewable energy in indc or ndc,1,LOWER-MIDDLE INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Zambia,894.0,ZM,14.0,5.0
Afghanistan,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Afghanistan,4.0,AF,34.0,5.0
Benin,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Benin,204.0,BJ,11.0,5.0
Burkina Faso,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Burkina Faso,854.0,BF,11.0,5.0
Burundi,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Burundi,108.0,BI,14.0,5.0
Central African Republic,renewable energy in indc or ndc,1,LOW INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Central African Republic,140.0,CF,17.0,5.0
Chad,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Chad,148.0,TD,17.0,5.0
Comoros,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Comoros,174.0,KM,14.0,5.0
Democratic Republic of Congo,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Democratic Republic of the Congo,180.0,CD,17.0,5.0
Eritrea,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Eritrea,232.0,ER,14.0,5.0
Ethiopia,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ethiopia,231.0,ET,14.0,5.0
Gambia,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Gambia,270.0,GM,11.0,5.0
Guinea,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guinea,324.0,GN,11.0,5.0
Guinea-Bissau,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guinea-Bissau,624.0,GW,11.0,5.0
Haiti,renewable energy in indc or ndc,1,LOW INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Haiti,332.0,HT,29.0,5.0
"Korea, Democratic People's Republic",renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lao People's Democratic Republic,418.0,LA,35.0,5.0
Liberia,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Liberia,430.0,LR,11.0,5.0
Madagascar,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Madagascar,450.0,MG,14.0,5.0
Malawi,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malawi,454.0,MW,14.0,5.0
Mali,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mali,466.0,ML,11.0,5.0
Mozambique,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mozambique,508.0,MZ,14.0,5.0
Nepal,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nepal,524.0,NP,34.0,5.0
Niger,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Niger,562.0,NE,11.0,5.0
Rwanda,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Rwanda,646.0,RW,14.0,5.0
Senegal,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Senegal,686.0,SN,11.0,5.0
Sierra Leone,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sierra Leone,694.0,SL,11.0,5.0
Somalia,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Somalia,706.0,SO,14.0,5.0
South Sudan,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,South Sudan,728.0,SS,14.0,5.0
Syria,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Serbia,688.0,RS,39.0,5.0
Tajikistan,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tajikistan,762.0,TJ,143.0,5.0
Tanzania,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tanzania,834.0,TZ,14.0,5.0
Togo,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Togo,768.0,TG,11.0,5.0
Uganda,renewable energy in indc or ndc,1,LOW INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uganda,800.0,UG,14.0,5.0
Yemen,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Yemen,887.0,YE,145.0,5.0
Zimbabwe,renewable energy in indc or ndc,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Zimbabwe,716.0,ZW,14.0,5.0
Andorra,renewable energy target,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Andorra,20.0,AD,39.0,5.0
Antigua and Barbuda,renewable energy target,1,HIGH INCOME,Transport,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Antigua and Barbuda,28.0,AG,29.0,5.0
Antigua and Barbuda,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Antigua and Barbuda,28.0,AG,29.0,5.0
Argentina,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Argentina,32.0,AR,5.0,5.0
Argentina,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Argentina,32.0,AR,5.0,5.0
Australia,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Australia,36.0,AU,53.0,5.0
Australia,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Australia,36.0,AU,53.0,5.0
Austria,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Austria,40.0,AT,155.0,5.0
Austria,renewable energy target,1,HIGH INCOME,Transport,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Austria,40.0,AT,155.0,5.0
Austria,renewable energy target,1,HIGH INCOME,Heating and cooling,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Austria,40.0,AT,155.0,5.0
Austria,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Austria,40.0,AT,155.0,5.0
"Bahamas, The",renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bahamas,44.0,BS,29.0,5.0
"Bahamas, The",renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bahamas,44.0,BS,29.0,5.0
Bahrain,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bahrain,48.0,BH,145.0,5.0
Bahrain,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bahrain,48.0,BH,145.0,5.0
Barbados,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Barbados,52.0,BB,29.0,5.0
Barbados,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Barbados,52.0,BB,29.0,5.0
Belgium,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belgium,56.0,BE,155.0,5.0
Belgium,renewable energy target,1,HIGH INCOME,Transport,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belgium,56.0,BE,155.0,5.0
Belgium,renewable energy target,1,HIGH INCOME,Heating and cooling,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belgium,56.0,BE,155.0,5.0
Belgium,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belgium,56.0,BE,155.0,5.0
Brunei Darussalam,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Brunei Darussalam,96.0,BN,35.0,5.0
Brunei Darussalam,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Brunei Darussalam,96.0,BN,35.0,5.0
Canada,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Canada,124.0,CA,21.0,5.0
Canada,renewable energy target,1,HIGH INCOME,Heating and cooling,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Canada,124.0,CA,21.0,5.0
Canada,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Canada,124.0,CA,21.0,5.0
Chile,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Chile,152.0,CL,5.0,5.0
Chile,renewable energy target,1,HIGH INCOME,Heating and cooling,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Chile,152.0,CL,5.0,5.0
Chile,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Chile,152.0,CL,5.0,5.0
Croatia,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Croatia,191.0,HR,39.0,5.0
Croatia,renewable energy target,1,HIGH INCOME,Transport,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Croatia,191.0,HR,39.0,5.0
Croatia,renewable energy target,1,HIGH INCOME,Heating and cooling,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Croatia,191.0,HR,39.0,5.0
Croatia,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Croatia,191.0,HR,39.0,5.0
Cyprus,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cyprus,196.0,CY,145.0,5.0
Cyprus,renewable energy target,1,HIGH INCOME,Transport,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cyprus,196.0,CY,145.0,5.0
Cyprus,renewable energy target,1,HIGH INCOME,Heating and cooling,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cyprus,196.0,CY,145.0,5.0
Cyprus,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cyprus,196.0,CY,145.0,5.0
Czech Republic,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Czech Republic,203.0,CZ,151.0,5.0
Czech Republic,renewable energy target,1,HIGH INCOME,Transport,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Czech Republic,203.0,CZ,151.0,5.0
Czech Republic,renewable energy target,1,HIGH INCOME,Heating and cooling,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Czech Republic,203.0,CZ,151.0,5.0
Czech Republic,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Czech Republic,203.0,CZ,151.0,5.0
Denmark,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Denmark,208.0,DK,154.0,5.0
Denmark,renewable energy target,1,HIGH INCOME,Transport,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Denmark,208.0,DK,154.0,5.0
Denmark,renewable energy target,1,HIGH INCOME,Heating and cooling,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Denmark,208.0,DK,154.0,5.0
Denmark,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Denmark,208.0,DK,154.0,5.0
Estonia,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Estonia,233.0,EE,154.0,5.0
Estonia,renewable energy target,1,HIGH INCOME,Transport,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Estonia,233.0,EE,154.0,5.0
Estonia,renewable energy target,1,HIGH INCOME,Heating and cooling,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Estonia,233.0,EE,154.0,5.0
Estonia,renewable energy target,1,HIGH INCOME,Power,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Estonia,233.0,EE,154.0,5.0
Finland,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Finland,246.0,FI,154.0,5.0
Finland,renewable energy target,1,HIGH INCOME,Transport,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Finland,246.0,FI,154.0,5.0
Finland,renewable energy target,1,HIGH INCOME,Heating and cooling,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Finland,246.0,FI,154.0,5.0
France,renewable energy target,1,HIGH INCOME,Energy,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,France,250.0,FR,155.0,5.0
